사업장명,식당id,업종구분소분류,상세영업상태명,소재지전체주소,도로명전체주소,도로명우편번호,시도,시도_시군구,시군구,시도_시군구_읍면동,읍면동,시도코드,시군구코드,읍면동코드
미선이네포차,32162121,호프/통닭,영업,제주특별자치도 제주시 연동 255-11,"제주특별자치도 제주시 신광로10길 30, 2층 (연동)",63132.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
웬두루치기,11717087,한식,영업,제주특별자치도 제주시 연동 261-4번지,제주특별자치도 제주시 제원길 3 (연동),63129.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
금화정육식당,32163525,식육(숯불구이),영업,제주특별자치도 제주시 연동 2318-1,제주특별자치도 제주시 도령로11길 23 (연동),63127.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
앞뱅디,11797049,한식,영업,제주특별자치도 제주시 연동 324-1,제주특별자치도 제주시 선덕로 32 (연동),63134.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
또장군,16835222,한식,영업,제주특별자치도 제주시 연동 281-7번지 (성두4로46),"제주특별자치도 제주시 신대로10길 32 (연동,(성두4로46))",63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
곰돌,32162511,한식,영업,제주특별자치도 제주시 연동 251-23번지,제주특별자치도 제주시 연동1길 10 (연동),63129.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
해장길,236707785,한식,영업,제주특별자치도 제주시 연동 292-91 (1층),"제주특별자치도 제주시 신대로12길 7, 1층 (연동)",63124.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
미송식탁,38563522,한식,영업,제주특별자치도 제주시 연동 291-26,제주특별자치도 제주시 삼무로11길 36 (연동),63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
풍전양곱창,15566162,일식,영업,제주특별자치도 제주시 연동 276-8 (도호1로42),"제주특별자치도 제주시 연동8길 32 (연동,(도호1로42))",63136.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
투다리신제주점,11762979,호프/통닭,영업,제주특별자치도 제주시 연동 273-67번지 (연중6로13),"제주특별자치도 제주시 신대로16길 52 (연동,(연중6로13))",63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
피아노맨,1797137074,호프/통닭,영업,제주특별자치도 제주시 연동 283-46,"제주특별자치도 제주시 신대로16길 39, 2층 (연동)",63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
달빛무리,37548274,한식,영업,제주특별자치도 제주시 연동 291-134번지,제주특별자치도 제주시 삼무로3길 18 (연동),63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
차돌집,11660910,한식,영업,제주특별자치도 제주시 연동 291-7번지,제주특별자치도 제주시 신대로10길 29 (연동),63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
베이스노트,37684308,한식,영업,제주특별자치도 제주시 연동 322-10번지,"제주특별자치도 제주시 선덕로5길 21, 1층 (연동)",63121.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
포동정식도청점,19878395,한식,영업,제주특별자치도 제주시 연동 302-11,"제주특별자치도 제주시 문송길 18, 1층 (연동)",63122.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
이쯔모,37657087,식육(숯불구이),영업,제주특별자치도 제주시 연동 253-46번지,제주특별자치도 제주시 연동4길 12 (연동),63132.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
슈퍼보틀,1388612606,기타,영업,제주특별자치도 제주시 연동 272-22,"제주특별자치도 제주시 은남1길 46, 1~2층 (연동)",63124.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
크라운호프연동점,1629358721,호프/통닭,영업,제주특별자치도 제주시 연동 303-34,"제주특별자치도 제주시 신대로 125, 1층 (연동)",63122.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
내가좋아하는것들,1810372609,기타,영업,제주특별자치도 제주시 연동 262-2,"제주특별자치도 제주시 신광로6길 1, 1층 (연동)",63131.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
화정연화,1393136410,한식,영업,제주특별자치도 제주시 연동 312-12,"제주특별자치도 제주시 선덕로3길 44, 1층 (연동)",63122.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
낭푼밥상,38287138,기타,영업,제주특별자치도 제주시 연동 265-3 영일빌라,"제주특별자치도 제주시 연동6길 28, 1층 (연동, 영일빌라)",63137.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
거북이,1750664135,기타,영업,제주특별자치도 제주시 연동 1502-1,제주특별자치도 제주시 국기로3길 9-9 (연동),63139.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
갓포아키제주도점,1414609688,기타,영업,제주특별자치도 제주시 연동 263-15 메종글래드 제주,"제주특별자치도 제주시 노연로 80, 메종글래드 제주 1층 (연동)",63132.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
철수네숯불갈비,1895099299,기타,영업,제주특별자치도 제주시 연동 460-5,"제주특별자치도 제주시 연북로 170, 1층 (연동)",63142.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
원조부안집연동점,1849456818,기타,영업,제주특별자치도 제주시 연동 283-12,"제주특별자치도 제주시 신대로16길 41, 1층 2호 (연동)",63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
정직한초밥,1076577601,기타,영업,제주특별자치도 제주시 연동 292-42,"제주특별자치도 제주시 신대로12길 10, 1층 101호 (연동)",63124.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
보름달,1496148904,한식,영업,제주특별자치도 제주시 연동 270-25,"제주특별자치도 제주시 신대로10길 38, 1층 (연동)",63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
삼무흑돼지,35251616,기타,영업,제주특별자치도 제주시 연동 272-3,"제주특별자치도 제주시 삼무로 38, 1층 (연동)",63124.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
화목원,36528232,한식,영업,제주특별자치도 제주시 연동 1341-1번지,"제주특별자치도 제주시 연화남길 41, A동 1층 (연동)",63141.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
화목원,36528232,커피숍,영업,제주특별자치도 제주시 연동 1341-1번지,"제주특별자치도 제주시 연화남길 41, B동 1층 (연동)",63141.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
화목원,36528232,한식,영업,제주특별자치도 제주시 연동 1341-1번지,"제주특별자치도 제주시 연화남길 41, A동 1층 (연동)",63141.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
화목원,36528232,커피숍,영업,제주특별자치도 제주시 연동 1341-1번지,"제주특별자치도 제주시 연화남길 41, B동 1층 (연동)",63141.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
신이가네,33949493,한식,영업,제주특별자치도 제주시 연동 291-72,"제주특별자치도 제주시 신대로10길 22, 101호 (연동)",63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
제주포램,1875334768,한식,영업,제주특별자치도 제주시 연동 1484-5 (국기1로 2),"제주특별자치도 제주시 국기중길 4 (연동,(국기1로 2))",63139.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
죠스떡볶이제주제원점,34431985,분식,영업,제주특별자치도 제주시 연동 262-1번지,제주특별자치도 제주시 신광로 48 (연동),63131.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
난타5000연동신광점,1190504392,기타,영업,제주특별자치도 제주시 연동 2318-16번지,"제주특별자치도 제주시 성신로 24, 1층 (연동)",63127.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
지지지,38262430,한식,영업,제주특별자치도 제주시 연동 302-3,"제주특별자치도 제주시 신대로 104, A,B동 1층 (연동)",63124.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
차포차,1675563895,한식,영업,제주특별자치도 제주시 연동 283-12,제주특별자치도 제주시 신대로16길 41 (연동),63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
은희네해장국2호점,36784953,한식,영업,제주특별자치도 제주시 연동 461-1 외1필지(1층),"제주특별자치도 제주시 연북로 178 (연동,외1필지(1층))",63142.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
마라신화마라탕신라점,1740953413,기타,영업,제주특별자치도 제주시 연동 252-14,"제주특별자치도 제주시 노연로 61, 104호 (연동)",63131.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
처갓집양념치킨호프연동점,11825565,호프/통닭,영업,제주특별자치도 제주시 연동 284-36,"제주특별자치도 제주시 사장2길 31, 1층 (연동)",63133.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
