사업장명,도로명전체주소
요기소바용담점,"제주특별자치도 제주시 남성로3길 27, 1층 (용담일동)"
쿠킹노트32,"제주특별자치도 제주시 수덕7길 32, 1~2층 (노형동)"
더라운지,"제주특별자치도 제주시 노연로 80, 1층 (연동)"
두문포갈치,"제주특별자치도 제주시 구좌읍 해맞이해안로 2286, 1층"
대물식당,"제주특별자치도 제주시 한경면 노을해안로 1169, 1층"
쿠킨,"제주특별자치도 제주시 선돌목동길 56-26, 1동 지하1층 (오등동)"
사십구제곱미터,"제주특별자치도 제주시 조천읍 함덕27길 32-4, 1층"
산들애국수,제주특별자치도 제주시 제주대학로7길 6 (아라이동)
뉴오션리조트구내식당,"제주특별자치도 제주시 애월읍 고내로13길 59, 1층"
제주한우리,제주특별자치도 제주시 고사마루길 10 (노형동)
대자연가든,제주특별자치도 제주시 조천읍 신북로 618
본전,제주특별자치도 제주시 구좌읍 세평항로 24
삼손,제주특별자치도 제주시 한림읍 강구로 36
농부와꽃돼지,"제주특별자치도 제주시 조천읍 함대로 530, 1층"
더오크라구내,제주특별자치도 제주시 신광로4길 38 (연동)
블루하와이구내,제주특별자치도 제주시 한림읍 한림로 77
영자네해장국본점,제주특별자치도 제주시 일주동로 355 (삼양이동)
정든마을,"제주특별자치도 제주시 정든로 20-8 (이도이동,(영산홍길38))"
제주사계절삼계탕,"제주특별자치도 제주시 서문로 6-1, 1층 (용담일동)"
제주족마니,"제주특별자치도 제주시 도남로 67, 가동 101호 (도남동)"
부경하우스,제주특별자치도 제주시 신산로 9 (일도이동)
오이소돼지해장국,제주특별자치도 제주시 고마로11길 4 (일도이동)
바다는안보여요,제주특별자치도 제주시 구좌읍 종달로5길 31-1
해호텔,"제주특별자치도 제주시 서해안로 526, 지하1층 (용담삼동)"
에린,제주특별자치도 제주시 도남로 116 (도남동)
막창에버섯을쏘시지,제주특별자치도 제주시 한림읍 한림로 685-3
몸에조은국수,제주특별자치도 제주시 동문로 53 (건입동)
제주민속감자탕이도점,"제주특별자치도 제주시 승천로 89, 1층 (아라이동)"
군족,"제주특별자치도 제주시 동화로 74, 1층 (화북이동)"
늘조아쏘맥,"제주특별자치도 제주시 연삼로 542, 1층 (일도이동)"
다이노바이트샌드위치,제주특별자치도 제주시 관덕로 16 (삼도이동)
브로치킨,제주특별자치도 제주시 애월읍 고내로13길 79
돼지구이연구소,제주특별자치도 제주시 동광로1길 6 (이도일동)
여러분,"제주특별자치도 제주시 한림읍 한림로 702, 1층"
동아리꼬치구이도남대림점,"제주특별자치도 제주시 도남로8길 3, 1층 (도남동)"
김가네한라대점,제주특별자치도 제주시 한라대학로 75 (노형동)
가득한한잔,"제주특별자치도 제주시 성지로 72, 1층 (일도이동)"
바나나껍데기,"제주특별자치도 제주시 은남2길 30, 1층 (연동)"
마초그릴,"제주특별자치도 제주시 중앙로 39, 2층 (일도일동)"
리틀줄리,"제주특별자치도 제주시 애월읍 곽지1길 9, 1층"
푸른산,"제주특별자치도 제주시 서광로 242-2, 2층 (삼도일동)"
화북손칼국수,"제주특별자치도 제주시 진남로8길 1, 101호 (화북일동)"
달곰푸딩,"제주특별자치도 제주시 서광로5길 4, 1층 (용담일동)"
정씨네소몰이노형점,"제주특별자치도 제주시 원노형남1길 32, 1층 (노형동)"
연포낙지,"제주특별자치도 제주시 연동9길 39 (연동,(은남4로6))"
24시뼈다귀탕이도점,제주특별자치도 제주시 연신로 38 (이도이동)
돈대가,제주특별자치도 제주시 한천로 71 (용담일동)
우도스토리,"제주특별자치도 제주시 신대로16길 24, 1층 (연동)"
양순이네순대국밥,제주특별자치도 제주시 동광로1길 32 (이도일동)
돼지아저씨족발,"제주특별자치도 제주시 삼성로 73, 상가동 1층 102호 (일도이동, 한양신산타워빌)"
신촌풍경,"제주특별자치도 제주시 조천읍 일주동로 817, 1층"
순덕이네왕갈비,"제주특별자치도 제주시 진남로10길 34, 1호 (화북일동)"
리에또,제주특별자치도 제주시 원노형로 49-1 (노형동)
생각할때,제주특별자치도 제주시 남녕로 7 (노형동)
우도아지망,"제주특별자치도 제주시 연삼로 517-1 (일도이동,(연삼로559))"
정든주막,"제주특별자치도 제주시 정존11길 54 (노형동,정든마을 1단지104호)"
광평도새기촌본점,"제주특별자치도 제주시 애월읍 구엄동3길 64, 1층"
삼겹살동동,제주특별자치도 제주시 조천읍 신촌3길 7-2
돈떵이용담점,제주특별자치도 제주시 용담로 28 (용담이동)
전라도보성식당,"제주특별자치도 제주시 구좌읍 세화1길 20-26, 1층"
제주애월리조트카페테리아,제주특별자치도 제주시 애월읍 광령평화2길 116-20
애삐리바당,제주특별자치도 제주시 도남로 102-2 (도남동)
남문숯불바베큐앤치킨노형점,"제주특별자치도 제주시 정존5길 21, 1층 (노형동)"
양촌리마을,제주특별자치도 제주시 진군길 31-5 (노형동)
허클베리핀,"제주특별자치도 제주시 노형5길 44, 1층 (노형동)"
황금손가락함덕점,"제주특별자치도 제주시 조천읍 신북로 519, 1층"
우무깨,제주특별자치도 제주시 우도면 우도해안길 356
차이메이,제주특별자치도 제주시 신설로9길 37 (이도이동)
오막살이,
이브3호점,"제주특별자치도 제주시 신광로 50, 2층 (연동)"
안녕육지사람,제주특별자치도 제주시 우도면 우도해안길 792
옛집,제주특별자치도 제주시 연동4길 6-4 (연동)
매기의추억,제주특별자치도 제주시 한림읍 한림해안로 595
시바,"제주특별자치도 제주시 조천읍 신흥로1길 62-10, 1층"
월정포구,"제주특별자치도 제주시 구좌읍 월정1길 70-16, 1층"
탐라면,"제주특별자치도 제주시 애월읍 애월로 37, 1층"
시타북빠,"제주특별자치도 제주시 구좌읍 평대13길 44, 1층"
수제홍과일모찌2호점,"제주특별자치도 제주시 애월읍 하귀동남3길 15, 1층"
꺼멍집,"제주특별자치도 제주시 애월읍 중산간서로 6716, 1층"
숯불애,"제주특별자치도 제주시 한경면 녹차분재로 504, 1층"
돼지앤,"제주특별자치도 제주시 구좌읍 세화1길 33, 1층"
바코드나인,"제주특별자치도 제주시 연동11길 42, 2층 (연동)"
대한식당 일도점,제주특별자치도 제주시 고마로 95 (일도이동)
공룡마라탕5호점,제주특별자치도 제주시 우정로 67 (외도일동)
목마조랑말뼈해장국,"제주특별자치도 제주시 서광로 190, 1층 (삼도일동)"
고래고래,"제주특별자치도 제주시 월랑로4길 16, 1층 (노형동)"
쿠야,"제주특별자치도 제주시 연동11길 39, 102호 (연동)"
서울식당,제주특별자치도 제주시 조천읍 함덕13길 5
스페샬노형주공점,"제주특별자치도 제주시 정존11길 54, 상가동 103호 (노형동,정든마을)"
짬뽕플러스,"제주특별자치도 제주시 애월읍 하귀동남1길 25-1, 1층"
민박사봉평막국수교래점,"제주특별자치도 제주시 조천읍 비자림로 685-14, 1층"
산천초목오리약선요리,제주특별자치도 제주시 오복6길 8 (이도이동)
훌리버리신제주점,"제주특별자치도 제주시 정존7길 19, 102호 (노형동)"
갈비정식,"제주특별자치도 제주시 진남로6길 3, 1층 (화북일동)"
맛조이,"제주특별자치도 제주시 동광로6길 27, 1층 (이도이동)"
돈삼겹삼화3호점,"제주특별자치도 제주시 지석8길 13-22, 1층 (삼양이동)"
바닷가에서,"제주특별자치도 제주시 구좌읍 해맞이해안로 2232, 1동 1층"
협재해녀의집,제주특별자치도 제주시 한림읍 협재3길 19
오미정,제주특별자치도 제주시 평전길 31 (삼도일동)
황금돼지,제주특별자치도 제주시 연동8길 6 (연동)
서촌제한라수목원점,"제주특별자치도 제주시 은수길 65, C동 1층 (연동)"
애월할망네,"제주특별자치도 제주시 애월읍 중산간서로 5632, 1층"
오늘와인한잔,"제주특별자치도 제주시 신대로16길 44, 1층 (연동)"
부산할매아구찜신제주점,제주특별자치도 제주시 연동11길 12 (연동)
공단반점,"제주특별자치도 제주시 화남로 62, 1층 (화북일동)"
자담치킨노형점,제주특별자치도 제주시 수덕5길 35 (노형동)
짱갈비04,제주특별자치도 제주시 신대로14길 38 (연동)
산지해장국노형직영점,"제주특별자치도 제주시 노형9길 16-1, 1층 (노형동)"
카페어떤오후,"제주특별자치도 제주시 애월읍 상가북6길 13, 1층"
리틀오사카,"제주특별자치도 제주시 진군남4길 7-5, 1층 (노형동)"
휘슬피쉬본점,"제주특별자치도 제주시 서부두2길 26, 1층 103호 (건입동)"
스트라이크존,"제주특별자치도 제주시 고마로 95, 2층 (일도이동)"
주식회사 옥만이네한라수목원,"제주특별자치도 제주시 수목원길 65-6, 지하1층 (연동)"
제주오름과바당,"제주특별자치도 제주시 한경면 녹차분재로 531, 1층"
하남집,"제주특별자치도 제주시 청사로3길 1-6, 1층 (도남동)"
우도거북이식당,"제주특별자치도 제주시 우도면 우도로 176, 1층"
돈뜰,"제주특별자치도 제주시 한경면 녹차분재로 619, 1층"
순전이해녀김밥,"제주특별자치도 제주시 조천읍 조함해안로 490, 1층"
고래밥,"제주특별자치도 제주시 애월읍 애월로 93-1, 1층"
원조큰맘할매순대국아라점,"제주특별자치도 제주시 중앙로 539, 1층 (아라일동)"
우도이디중식,"제주특별자치도 제주시 우도면 우도로 193, 1층"
미소돈,"제주특별자치도 제주시 선사로8길 20, 1~2층 (삼양일동)"
써니킴밥,"제주특별자치도 제주시 수덕11길 1, 1층 (노형동)"
제주인짬뽕,"제주특별자치도 제주시 지석12길 14, 1층 (삼양이동)"
명품치킨제주대점,제주특별자치도 제주시 산천단동3길 31 (아라일동)
보성식당,"제주특별자치도 제주시 동광로1길 30, 1층 (이도일동)"
시청중국관,"제주특별자치도 제주시 신성로13길 27, 3층 (이도이동)"
멕시카나치킨화북점,제주특별자치도 제주시 동화로 3 (화북일동)
개원,"제주특별자치도 제주시 관덕로13길 8-2 (일도일동,외1(두성로12))"
유,"제주특별자치도 제주시 천수로6길 3, 지하1층 (이도이동)"
한림칼국수제주본점,제주특별자치도 제주시 한림읍 한림해안로 141
삼일해장국,제주특별자치도 제주시 애월읍 하귀9길 14
블라썸1407,"제주특별자치도 제주시 애월읍 고하상로 103, 1층"
상호네숯불구이,"제주특별자치도 제주시 남광로 146, 1층 (이도이동)"
장위동유성집신제주점,"제주특별자치도 제주시 수덕9길 3, 1층 (노형동)"
양푼속닭한마리,제주특별자치도 제주시 연동9길 26 (연동)
형제갈비신제주점,제주특별자치도 제주시 은남4길 41 (연동)
우도향,제주특별자치도 제주시 우도면 우도해안길 848
빌레리조트구내식당,제주특별자치도 제주시 애월읍 고내로13길 79
조실장회센타,제주특별자치도 제주시 고산동산6길 4 (이도이동)
율군짬뽕,"제주특별자치도 제주시 천수로 82, 105동 101호 (일도이동, 혜성대유아파트)"
토투가,"제주특별자치도 제주시 한림읍 귀덕9길 19, 1층"
콜라,"제주특별자치도 제주시 한림읍 일주서로 5857, 1~2층"
한울타리한우정육식당,"제주특별자치도 제주시 구좌읍 송당서길 5, 1층"
함덕맛집막먹자씨연탄구이,제주특별자치도 제주시 조천읍 신북로 650-1
땅땅치킨이도초점,제주특별자치도 제주시 구남동2길 48 (이도이동)
토대력대학로점,"제주특별자치도 제주시 서광로32길 6 (이도이동,(학사서로 10))"
본죽앤비빔밥제주노형점,"제주특별자치도 제주시 월랑로 39, 동마빌딩 104호 (노형동)"
금하갈비,"제주특별자치도 제주시 오등14길 23 (오등동, 제2호)"
또ㅤㄸㅗㅅ부뚜막,
칠공삼공,제주특별자치도 제주시 한림읍 한림로17길 16
나눔마당,"제주특별자치도 제주시 사장길 12, 1층 (연동)"
홍가네고기집일도점,"제주특별자치도 제주시 연수로5길 2 (일도이동,(신천4로41))"
에이에이,제주특별자치도 제주시 중앙로 지하 234-1 (이도이동)
광림본점,제주특별자치도 제주시 전농로 82 (삼도일동)
커피트리,"제주특별자치도 제주시 한라대학로 73 (노형동,(한라대학로77))"
장가계,제주특별자치도 제주시 다랑곶4길 66 (노형동)
너울가지,제주특별자치도 제주시 아란5길 31-3 (아라일동)
동부두삼십년해장국홍도니,제주특별자치도 제주시 연오로 123 (오라이동)
복삼계탕,제주특별자치도 제주시 성지로 75 (일도일동)
이돈갓노형점,"제주특별자치도 제주시 달마루길 10-1, 2층 (노형동)"
오부장치킨노형뜨란체점,제주특별자치도 제주시 정존11길 43 (노형동)
흑돼지잡스,제주특별자치도 제주시 구남로4길 4 (이도이동)
